Date,Time,Date calibrated,Time calibrated,[CH4] dissolved with water vapour (ppm),[CH4] dissolved with water vapour (nmol/L),[CH4] dissolved with constant dry gas flow (ppm),[CH4] dissolved with constant dry gas flow (nmol/L),[N2O] dissolved with water vapour (ppm),[N2O] dissolved with water vapour (nmol/L),[N2O] dissolved with constant dry gas flow (ppm),[N2O] dissolved with constant dry gas flow (nmol/L),[NH3] dissolved (ppm),Depth (meter),Hydrostatic Pressure Calibrated (bar),Carrier gas pressure calibrated (bar),[CH4] measured (ppm),[N2O] measured (ppm),[NH3] measured (ppm),[H2O] measured (%),Flow Carrier Gas (sccm),Total Flow (sccm),Cavity Pressure (mbar),Cellule Temperature (Degree Celsius),Hydrostatic pressure (bar),LShift,Error Standard,Ringdown Time (microSec),Box Temperature (Degree Celsius),Carrier gas pressure (dbar),PWM Cellule Temperature,PWM Cellule Pressure,Laser Temperature (Degree Celsius),Laser Flux,Norm Signal,Value Max,datetime,Cavity Pressure (mbar)_FLAG,Cellule Temperature (Degree Celsius)_FLAG,Depth (meter)_FLAG,Flow Carrier Gas (sccm)_FLAG,Total Flow (sccm)_FLAG,[CH4] dissolved with water vapour (ppm)_FLAG,Error Standard_FLAG,[CH4] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_RSD,[N2O] dissolved with water vapour (ppm)_FLAG,[NH3] measured (ppm)_RSD,[NH3] measured (ppm)_FLAG,[H2O] measured (%)_RSD,[H2O] measured (%)_FLAG
2024/12/11,10:47:37,2024/12/11,10:48:01,6.92407,13.2369,25.3163,48.3976,1.09275,2.08903,3.99537,7.63804,0.574698,16.0544,1.5744,43.6711,4.907,0.284,0.273,4.775,1.99906,3.26281,30.0,39.643,0.984,0.171,0.0117,26.285,19.138,436.711,37.73,0.0,48.33,52.132,0.905,0.7129,2024-12-11 10:47:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9770164079796996e-05,0.00012527110501029512,0.0,0.0005014285714285714,0.0,2.866806282722513e-05,0.0
2024/12/11,10:47:38,2024/12/11,10:48:02,6.74519,12.8949,24.7581,47.3305,1.68607,3.2233,6.18869,11.831,-0.0998562,16.1197,1.5808,43.7053,5.227,0.299,0.157,4.587,1.99937,3.2725,30.0,39.651,0.988,0.193,0.0102,26.487,19.138,437.053,37.73,0.0,48.33,52.132,0.909,0.7221,2024-12-11 10:47:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5424324592783895e-05,6.170562313545702e-05,0.0,0.0006626751592356689,0.0,2.2681491170699807e-05,0.0
2024/12/11,10:47:39,2024/12/11,10:48:03,6.6199,12.6554,23.802,45.5027,2.12128,4.05528,7.62709,14.5809,0.00360727,16.0544,1.5744,43.6565,4.71,0.367,0.178,4.38,1.99937,3.2425,29.9844,39.668,0.984,0.19,0.013,26.365,19.14,436.565,37.58,0.0,48.331,52.132,0.892,0.7048,2024-12-11 10:47:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5529086542092776e-05,7.966887916729521e-05,0.0,0.000949438202247191,0.0,3.858447488584475e-05,0.0
2024/12/11,10:47:40,2024/12/11,10:48:04,7.93218,15.1641,28.7526,54.9669,1.0391,1.98646,3.76652,7.20052,-0.100661,16.0544,1.5744,43.7224,4.832,0.276,0.241,3.196,1.99969,3.25781,30.0,39.663,0.984,0.179,0.0117,26.311,19.14,437.224,37.79,0.0,48.331,52.132,0.881,0.6953,2024-12-11 10:47:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7257550887650053e-05,0.00013173900490809356,0.0,0.0005680082987551868,0.0,4.2831664580725904e-05,0.0
2024/12/11,10:47:41,2024/12/11,10:48:05,7.54134,14.4169,28.0635,53.6496,0.905035,1.73017,3.3679,6.43848,0.979294,16.1197,1.5808,43.6223,4.964,0.265,0.277,1.293,1.99937,3.27719,30.0,39.636,0.988,0.218,0.0121,26.294,19.142,436.223,37.3,0.0,48.334,52.136,0.89,0.7014,2024-12-11 10:47:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9414321592714292e-05,0.00016177274912019976,0.0,0.0005285559566787003,0.0,0.00011323279195668987,0.0
2024/12/11,10:47:42,2024/12/11,10:48:06,8.13108,15.5443,29.9816,57.3164,0.946584,1.8096,3.49032,6.67252,0.049634,15.9891,1.568,43.637,4.975,0.273,0.262,2.864,1.99906,3.26812,30.0,39.632,0.98,0.217,0.0106,26.366,19.142,436.37,38.19,0.0,48.33,52.136,0.895,0.7071,2024-12-11 10:47:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3818582525322588e-05,0.0001187005062413901,0.0,0.00042885496183206104,0.0,3.9231843575418995e-05,0.0
2024/12/11,10:47:43,2024/12/11,10:48:07,8.24426,15.7607,30.3942,58.1053,1.00036,1.9124,3.68804,7.05049,0.219905,15.9891,1.568,43.6784,4.252,0.607,,15.33,1.99969,3.26906,30.0,39.636,0.98,0.218,0.0135,26.453,19.143,436.784,38.39,0.0,48.33,52.14,0.913,0.7241,2024-12-11 10:47:43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2106289709446328e-05,0.00018218441361110002,0.0,inf,1.0,1.1888454011741681e-05,0.0
2024/12/11,10:47:44,2024/12/11,10:48:08,6.73897,12.883,24.7772,47.3671,1.90612,3.64397,7.00824,13.3978,0.131075,16.1197,1.5808,43.7053,4.273,0.558,-0.023,17.136,1.99906,3.25625,30.0,39.651,0.988,0.229,0.0122,26.442,19.143,437.053,39.28,0.0,48.329,52.136,0.909,0.7208,2024-12-11 10:47:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2086461284142833e-05,7.808532516315868e-05,0.0,-0.006471304347826088,0.0,8.685807656395894e-06,0.0
2024/12/11,10:47:45,2024/12/11,10:48:09,7.20556,13.775,27.2986,52.1873,1.00228,1.91608,3.79718,7.25915,0.887642,16.0544,1.5744,43.6272,4.2,0.552,,7.325,2.0,3.28406,30.0,39.658,0.984,0.24,0.0114,26.298,19.145,436.272,39.14,0.0,48.332,52.136,0.891,0.7025,2024-12-11 10:47:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8036072144288578e-05,0.0001296643652472363,0.0,0.032490000000000005,1.0,1.7741979522184302e-05,0.0
2024/12/11,10:47:46,2024/12/11,10:48:10,7.66728,14.6577,28.7626,54.9861,0.892396,1.70601,3.34769,6.39984,1.0529,15.9402,1.5632,43.6492,4.977,0.333,-0.036,19.128,1.99969,3.26969,30.0,39.648,0.977,0.242,0.0107,26.461,19.149,436.492,39.17,0.0,48.329,52.132,0.909,0.7207,2024-12-11 10:47:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.493228367817531e-05,0.00012829506183353577,0.0,-0.0031802777777777775,0.0,5.9854663320786275e-06,0.0
2024/12/11,10:47:47,2024/12/11,10:48:11,7.88478,15.0735,29.9248,57.2078,0.933568,1.78472,3.54313,6.77348,0.228202,16.1197,1.5808,43.6614,5.112,0.285,,4.721,2.00031,3.28063,30.0,39.632,0.988,0.286,0.0107,26.35,19.15,436.614,39.03,0.0,48.331,52.14,0.907,0.7165,2024-12-11 10:47:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4520379769632125e-05,0.00012263702269143758,0.0,0.0010131858407079644,1.0,2.425121796229612e-05,0.0
2024/12/11,10:47:48,2024/12/11,10:48:12,6.68193,12.774,24.9637,47.7236,1.85915,3.55418,6.9458,13.2784,-0.052521,16.0544,1.5744,43.6809,4.382,0.285,0.248,3.334,1.99969,3.27031,30.0,39.617,0.984,0.293,0.0114,26.265,19.15,436.809,39.03,0.0,48.334,52.132,0.893,0.7032,2024-12-11 10:47:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9449470437433498e-05,6.990291262135923e-05,0.0,0.0005240322580645162,0.0,3.898020395920816e-05,0.0
2024/12/11,10:47:49,2024/12/11,10:48:13,7.36055,14.0713,27.8426,53.2273,1.02,1.94995,3.85834,7.37606,0.946973,16.1849,1.5872,43.7102,5.027,0.304,,15.352,1.99969,3.28031,30.0,39.615,0.992,0.277,0.0088,26.312,19.149,437.102,39.58,0.0,48.333,52.132,0.897,0.7074,2024-12-11 10:47:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0520952917920537e-05,7.592156862745099e-05,0.0,0.007744,1.0,5.044293903074518e-06,0.0
2024/12/11,10:47:50,2024/12/11,10:48:14,7.85134,15.0096,29.1519,55.7302,0.912125,1.74373,3.3867,6.47443,0.7613,15.9402,1.5632,43.7004,4.139,0.526,,-3.97,1.99937,3.25656,29.9844,39.613,0.977,0.313,0.0114,26.294,19.154,437.004,40.47,0.0,48.332,52.14,0.9,0.7092,2024-12-11 10:47:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6552588475343064e-05,0.00014248047142661368,0.0,0.0025992,1.0,-3.2735516372795974e-05,0.0
2024/12/11,10:47:51,2024/12/11,10:48:15,6.76038,12.9239,26.1962,50.0799,1.37719,2.63281,5.33659,10.2021,-0.160393,15.9891,1.568,43.6467,4.446,0.334,-0.058,30.596,1.99937,3.30594,30.0156,39.612,0.98,0.287,0.0114,26.451,19.154,436.467,41.19,0.0,48.328,52.132,0.909,0.7206,2024-12-11 10:47:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9223771444800444e-05,9.436606423224102e-05,0.0,-0.002240689655172414,0.0,4.247614067198327e-06,0.0
2024/12/11,10:47:52,2024/12/11,10:48:16,7.0509,13.4793,26.236,50.1559,1.13556,2.17087,4.22534,8.07767,0.725082,16.1197,1.5808,43.7199,4.346,0.388,-0.037,21.053,1.99937,3.25844,29.9844,39.617,0.988,0.318,0.011,26.291,19.152,437.199,41.91,0.0,48.33,52.14,0.896,0.7063,2024-12-11 10:47:52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7160929810378812e-05,0.00010655535594772624,0.0,-0.00327027027027027,0.0,5.74739942051014e-06,0.0
2024/12/11,10:47:53,2024/12/11,10:48:18,7.90282,15.108,28.7613,54.9835,0.893514,1.70815,3.25183,6.21659,0.758905,16.0544,1.5744,43.6906,4.97,0.292,0.126,5.424,2.0,3.22656,30.0,39.591,0.984,0.323,0.0094,26.277,19.157,436.906,41.94,0.0,48.332,52.129,0.901,0.7097,2024-12-11 10:47:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1180818998787774e-05,9.889044827501304e-05,0.0,0.0007012698412698412,0.0,1.62905604719764e-05,0.0
2024/12/11,10:47:54,2024/12/11,10:48:18,7.60445,14.5376,29.2794,55.9741,0.85978,1.64366,3.31041,6.32858,0.730252,16.1197,1.5808,43.6516,5.13,0.297,-0.009,15.005,1.99969,3.28469,30.0,39.603,0.988,0.317,0.0113,26.256,19.157,436.516,41.98,0.0,48.329,52.136,0.881,0.6938,2024-12-11 10:47:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6791483933749318e-05,0.00014851473632789783,0.0,-0.014187777777777778,0.0,8.509830056647783e-06,0.0
2024/12/11,10:47:55,2024/12/11,10:48:19,6.93234,13.2527,26.5768,50.8075,1.41527,2.7056,5.42578,10.3726,-0.0788916,16.1197,1.5808,43.7199,4.772,0.31,-0.018,14.911,2.0,3.2875,30.0,39.603,0.988,0.328,0.0103,26.375,19.157,437.199,42.35,0.0,48.329,52.132,0.904,0.7152,2024-12-11 10:47:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.530363484768491e-05,7.496096151264423e-05,0.0,-0.0058938888888888895,0.0,7.114881631010664e-06,0.0
2024/12/11,10:47:56,2024/12/11,10:48:20,6.78057,12.9626,26.0006,49.7059,1.03746,1.98334,3.97824,7.60527,0.578345,16.1849,1.5872,43.6662,4.262,0.439,,-2.787,1.99969,3.28063,30.0,39.641,0.992,0.345,0.0109,26.321,19.159,436.662,41.53,0.0,48.33,52.132,0.905,0.7139,2024-12-11 10:47:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7522125720993958e-05,0.00011452007788252077,0.0,0.0010608035714285713,1.0,-4.2630068173663434e-05,0.0
2024/12/11,10:47:57,2024/12/11,10:48:21,6.59049,12.5992,24.7068,47.2325,2.04981,3.91867,7.68446,14.6905,0.0833454,16.0544,1.5744,43.6394,4.87,0.289,0.176,4.478,2.0,3.25469,30.0,39.617,0.984,0.368,0.0102,26.463,19.161,436.394,40.87,0.0,48.332,52.136,0.909,0.7214,2024-12-11 10:47:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5786383106567192e-05,5.07559237197594e-05,0.0,0.0005911363636363638,0.0,2.3233586422510052e-05,0.0
2024/12/11,10:47:58,2024/12/11,10:48:22,7.51163,14.3601,27.8875,53.3131,1.30373,2.49236,4.84018,9.25307,-0.238682,16.3155,1.6,43.6126,4.81,0.258,0.265,2.548,1.99937,3.25781,30.0156,39.613,1.0,0.363,0.0114,26.301,19.161,436.126,40.87,0.0,48.332,52.136,0.897,0.7071,2024-12-11 10:47:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7301171649828333e-05,9.968321661693756e-05,0.0,0.0004904150943396226,0.0,5.100470957613815e-05,0.0
2024/12/11,10:47:59,2024/12/11,10:48:23,6.95561,13.2972,26.5736,50.8013,1.38101,2.64011,5.27612,10.0865,-0.0723985,15.9402,1.5632,43.6711,4.593,0.243,0.223,1.332,1.99937,3.29281,30.0,39.637,0.977,0.385,0.0122,26.393,19.161,436.711,41.25,0.0,48.332,52.136,0.912,0.7213,2024-12-11 10:47:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1398554548055456e-05,0.00010777619278643892,0.0,0.0006674439461883409,0.0,0.00011174174174174174,0.0
2024/12/11,10:48:00,2024/12/11,10:48:24,6.82011,13.0381,25.2582,48.2866,2.04639,3.91212,7.57877,14.4885,-0.0634814,16.0544,1.5744,43.6467,4.22,0.482,-0.033,17.928,1.99906,3.26531,30.0,39.632,0.984,0.377,0.0109,26.335,19.161,436.467,41.45,0.0,48.331,52.136,0.915,0.7223,2024-12-11 10:48:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7420540137915663e-05,5.805833687615752e-05,0.0,-0.00360030303030303,0.0,6.62706381079875e-06,0.0
2024/12/11,10:48:01,2024/12/11,10:48:25,6.70641,12.8208,25.6699,49.0737,2.00757,3.83791,7.68432,14.6903,0.0103437,15.8749,1.5568,43.6614,4.317,0.305,0.161,1.871,2.0,3.29937,30.0,39.601,0.973,0.384,0.0116,26.321,19.164,436.614,40.45,0.0,48.331,52.14,0.911,0.7188,2024-12-11 10:48:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0064386161895856e-05,6.702630543393256e-05,0.0,0.0008357763975155279,0.0,7.191876002137893e-05,0.0
2024/12/11,10:48:02,2024/12/11,10:48:26,8.00508,15.3035,29.1832,55.7901,1.19521,2.28492,4.35726,8.32986,-0.175202,15.9891,1.568,43.6248,4.209,0.471,-0.028,15.751,1.99937,3.25875,30.0,39.593,0.98,0.397,0.0106,26.505,19.164,436.248,41.86,0.0,48.33,52.132,0.907,0.7205,2024-12-11 10:48:02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4036087084701217e-05,9.400858426552656e-05,0.0,-0.004012857142857143,0.0,7.133515332359851e-06,0.0
2024/12/11,10:48:03,2024/12/11,10:48:27,8.18765,15.6525,29.2305,55.8805,0.905919,1.73186,3.2342,6.18288,0.790082,15.9891,1.568,43.6492,4.085,0.586,,1.997,2.0,3.23469,30.0,39.622,0.98,0.406,0.0127,26.352,19.163,436.492,42.06,0.0,48.33,52.132,0.909,0.7178,2024-12-11 10:48:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9699181083705338e-05,0.00017804020006203643,0.0,0.16129,1.0,8.076614922383574e-05,0.0
2024/12/11,10:48:04,2024/12/11,10:48:28,6.81303,13.0246,25.522,48.791,2.09756,4.00995,7.85761,15.0215,-0.0983272,16.1197,1.5808,43.6711,4.911,0.288,-0.028,17.4,1.99937,3.28875,30.0,39.612,0.988,0.389,0.0104,26.434,19.163,436.711,41.75,0.0,48.331,52.136,0.908,0.7197,2024-12-11 10:48:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5875462165879202e-05,5.1564675146360527e-05,0.0,-0.0038628571428571427,0.0,6.216091954022988e-06,0.0
2024/12/11,10:48:05,2024/12/11,10:48:29,6.99437,13.3713,25.9819,49.6702,2.09169,3.99873,7.76999,14.854,0.112989,16.1197,1.5808,43.6711,4.765,0.256,0.278,3.03,1.99969,3.27906,30.0,39.613,0.988,0.446,0.0116,26.4,19.163,436.711,42.82,0.0,48.331,52.136,0.894,0.7075,2024-12-11 10:48:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9238330257049597e-05,6.433075646964894e-05,0.0,0.00048402877697841716,0.0,4.4409240924092404e-05,0.0
2024/12/11,10:48:06,2024/12/11,10:48:31,8.27104,15.8119,29.2924,55.9989,0.888148,1.69789,3.14543,6.01319,0.600715,16.0544,1.5744,43.6687,5.104,0.266,,11.176,1.99937,3.22344,29.9844,39.596,0.984,0.408,0.0102,26.435,19.164,436.687,42.16,0.0,48.327,52.129,0.912,0.7224,2024-12-11 10:48:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2578829264518128e-05,0.00011714263838909732,0.0,0.007431428571428572,1.0,9.309234073013602e-06,0.0
2024/12/11,10:48:07,2024/12/11,10:48:31,7.99364,15.2816,29.7496,56.8729,0.85836,1.64094,3.19453,6.10704,0.580567,16.0544,1.5744,43.7321,5.173,0.281,,11.01,1.99937,3.27375,30.0,39.601,0.984,0.419,0.0091,26.426,19.164,437.321,42.71,0.0,48.33,52.129,0.913,0.7233,2024-12-11 10:48:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0359485791204007e-05,9.64746726315299e-05,0.0,0.0013356451612903226,1.0,7.5213442325158946e-06,0.0
2024/12/11,10:48:08,2024/12/11,10:48:32,7.21931,13.8013,26.7322,51.1044,1.29846,2.48228,4.80802,9.19158,0.528593,15.9402,1.5632,43.6638,4.233,0.536,,-0.249,1.99937,3.26219,30.0,39.586,0.977,0.428,0.0114,26.369,19.164,436.638,42.71,0.0,48.328,52.14,0.91,0.7197,2024-12-11 10:48:08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8001720386020272e-05,0.00010008779631255488,0.0,0.003512432432432433,1.0,-0.0005219277108433736,0.0
2024/12/11,10:48:09,2024/12/11,10:48:33,7.07589,13.5271,26.8915,51.409,1.04124,1.99055,3.95715,7.56497,0.650009,16.0544,1.5744,43.6589,4.625,0.288,0.256,5.304,2.00031,3.285,30.0,39.603,0.984,0.456,0.0102,26.283,19.166,436.589,42.92,0.0,48.331,52.11,0.903,0.7112,2024-12-11 10:48:09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4703450731992726e-05,9.991932695632133e-05,0.0,0.00040640625000000003,0.0,1.9615384615384617e-05,0.0
2024/12/11,10:48:10,2024/12/11,10:48:34,8.06917,15.426,29.8952,57.1513,1.14735,2.19341,4.25078,8.12631,-0.112868,16.1197,1.5808,43.6418,4.894,0.255,0.302,5.671,1.99937,3.26688,30.0,39.593,0.988,0.47,0.0119,26.447,19.168,436.418,42.95,0.0,48.33,52.132,0.91,0.7211,2024-12-11 10:48:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7549512527310744e-05,0.00012342354120364318,0.0,0.000468907284768212,0.0,2.4970904602362902e-05,0.0
2024/12/11,10:48:11,2024/12/11,10:48:35,7.92218,15.145,28.5284,54.5383,1.41832,2.71142,5.10747,9.76405,-0.0792909,16.1197,1.5808,43.6077,5.075,0.269,,7.71,2.0,3.24469,29.9844,39.598,0.988,0.451,0.0085,26.43,19.17,436.077,42.98,0.0,48.326,52.14,0.911,0.722,2024-12-11 10:48:11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.119964454228508e-06,5.0940549382367876e-05,0.0,0.0010946969696969697,1.0,9.37094682230869e-06,0.0
2024/12/11,10:48:12,2024/12/11,10:48:36,7.0402,13.4589,26.9083,51.4411,1.32698,2.53681,5.07183,9.69592,0.58678,15.9402,1.5632,43.6443,4.247,0.529,-0.015,18.58,1.99937,3.29813,30.0156,39.598,0.977,0.453,0.0109,26.421,19.168,436.443,43.36,0.0,48.332,52.132,0.908,0.7193,2024-12-11 10:48:12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6875941024402715e-05,8.953413013006978e-05,0.0,-0.007920666666666666,0.0,6.394510226049516e-06,0.0
2024/12/11,10:48:13,2024/12/11,10:48:37,6.96838,13.3216,26.2302,50.1448,2.02941,3.87966,7.63906,14.6037,-0.00698294,15.9402,1.5632,43.6736,4.723,0.293,0.273,6.539,1.99969,3.28563,30.0,39.613,0.977,0.48,0.0112,26.383,19.171,436.736,43.4,0.0,48.328,52.132,0.886,0.7008,2024-12-11 10:48:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.800131450925466e-05,6.181106824150862e-05,0.0,0.0004594871794871794,0.0,1.9183361370240097e-05,0.0
